臣丿一丶网手	臣丿一丶网手 擥
臣丿一丶罒手	臣丿一丶罒手 擥
手察	手察 擦
扌察	扌察 擦
手察	手察 擦
才察	才察 擦
與手	與手 擧
手歋	手歋 擨
扌歋	扌歋 擨
手歋	手歋 擨
才歋	才歋 擨
手需	手需 擩
扌需	扌需 擩
手需	手需 擩
才需	才需 擩
厭手	厭手 擪
手厭	手厭 擫
扌厭	扌厭 擫
手厭	手厭 擫
才厭	才厭 擫
手疑	手疑 擬
扌疑	扌疑 擬
手疑	手疑 擬
才疑	才疑 擬
手蒦	手蒦 擭
扌蒦	扌蒦 擭
手蒦	手蒦 擭
才蒦	才蒦 擭
手截	手截 擮
扌截	扌截 擮
手截	手截 擮
才截	才截 擮
手賓	手賓 擯
扌賓	扌賓 擯
手賓	手賓 擯
才賓	才賓 擯
手寧	手寧 擰
扌寧	扌寧 擰
手寧	手寧 擰
才寧	才寧 擰
手閣	手閣 擱
扌閣	扌閣 擱
手閣	手閣 擱
才閣	才閣 擱
手鄭	手鄭 擲
扌鄭	扌鄭 擲
手鄭	手鄭 擲
才鄭	才鄭 擲
手節	手節 擳
扌節	扌節 擳
手節	手節 擳
才節	才節 擳
手廣	手廣 擴
扌廣	扌廣 擴
手廣	手廣 擴
才廣	才廣 擴
手摩	手摩 擵
扌摩	扌摩 擵
手摩	手摩 擵
才摩	才摩 擵
手箭	手箭 擶
扌箭	扌箭 擶
手箭	手箭 擶
才箭	才箭 擶
手頡	手頡 擷
扌頡	扌頡 擷
手頡	手頡 擷
才頡	才頡 擷
手巤	手巤 擸
扌巤	扌巤 擸
手巤	手巤 擸
才巤	才巤 擸
手歎	手歎 擹
扌歎	扌歎 擹
手歎	手歎 擹
才歎	才歎 擹
手罷	手罷 擺
扌罷	扌罷 擺
手罷	手罷 擺
才罷	才罷 擺
手數	手數 擻
扌數	扌數 擻
手數	手數 擻
才數	才數 擻
手魯	手魯 擼
扌魯	扌魯 擼
手魯	手魯 擼
才魯	才魯 擼
手樂	手樂 擽
扌樂	扌樂 擽
手樂	手樂 擽
才樂	才樂 擽
手憂	手憂 擾
扌憂	扌憂 擾
手憂	手憂 擾
才憂	才憂 擾
手適	手適 擿
扌適	扌適 擿
手適	手適 擿
才適	才適 擿
棥大手	棥大手 攀
林爻大手	林爻大手 攀
棥大手	棥大手 攀
木木乂乂大手	木木乂乂大手 攀
手養	手養 攁
扌養	扌養 攁
手養	手養 攁
才養	才養 攁
手畾	手畾 攂
扌畾	扌畾 攂
手畾	手畾 攂
才畾	才畾 攂
手蔡	手蔡 攃
扌蔡	扌蔡 攃
手蔡	手蔡 攃
才蔡	才蔡 攃
手慮	手慮 攄
扌慮	扌慮 攄
手慮	手慮 攄
才慮	才慮 攄
手賛	手賛 攅
扌賛	扌賛 攅
手賛	手賛 攅
才賛	才賛 攅
手輦	手輦 攆
扌輦	扌輦 攆
手輦	手輦 攆
才輦	才輦 攆
手憲	手憲 攇
扌憲	扌憲 攇
手憲	手憲 攇
才憲	才憲 攇
手麇	手麇 攈
扌麇	扌麇 攈
手麇	手麇 攈
才麇	才麇 攈
手霍	手霍 攉
扌霍	扌霍 攉
手霍	手霍 攉
才霍	才霍 攉
手歷	手歷 攊
扌歷	扌歷 攊
手歷	手歷 攊
才歷	才歷 攊
手賴	手賴 攋
扌賴	扌賴 攋
手賴	手賴 攋
才賴	才賴 攋
手圜	手圜 攌
扌圜	扌圜 攌
手圜	手圜 攌
才圜	才圜 攌
手嬴	手嬴 攍
扌嬴	扌嬴 攍
手嬴	手嬴 攍
才嬴	才嬴 攍
手盧	手盧 攎
扌盧	扌盧 攎
手盧	手盧 攎
才盧	才盧 攎
手龍	手龍 攏
扌龍	扌龍 攏
手龍	手龍 攏
才龍	才龍 攏
手褰	手褰 攐
扌褰	扌褰 攐
手褰	手褰 攐
才褰	才褰 攐
手舉	手舉 攑
扌舉	扌舉 攑
手舉	手舉 攑
才舉	才舉 攑
手蹇	手蹇 攓
扌蹇	扌蹇 攓
手蹇	手蹇 攓
才蹇	才蹇 攓
手闌	手闌 攔
扌闌	扌闌 攔
手闌	手闌 攔
才闌	才闌 攔
手韱	手韱 攕
扌韱	扌韱 攕
手韱	手韱 攕
才韱	才韱 攕
手嬰	手嬰 攖
扌嬰	扌嬰 攖
手嬰	手嬰 攖
才嬰	才嬰 攖
手麋	手麋 攗
扌麋	扌麋 攗
手麋	手麋 攗
才麋	才麋 攗
手襄	手襄 攘
扌襄	扌襄 攘
手襄	手襄 攘
才襄	才襄 攘
手毚	手毚 攙
扌毚	扌毚 攙
手毚	手毚 攙
才毚	才毚 攙
手竄	手竄 攛
扌竄	扌竄 攛
手竄	手竄 攛
才竄	才竄 攛
手雟	手雟 攜
扌雟	扌雟 攜
手雟	手雟 攜
才雟	才雟 攜
手聶	手聶 攝
扌聶	扌聶 攝
手聶	手聶 攝
才聶	才聶 攝
手羅	手羅 攞
扌羅	扌羅 攞
手羅	手羅 攞
才羅	才羅 攞
手麕	手麕 攟
扌麕	扌麕 攟
手麕	手麕 攟
才麕	才麕 攟
手靡	手靡 攠
扌靡	扌靡 攠
手靡	手靡 攠
才靡	才靡 攠
手離	手離 攡
扌離	扌離 攡
手離	手離 攡
才離	才離 攡
手贊	手贊 攢
扌贊	扌贊 攢
手贊	手贊 攢
才贊	才贊 攢
絲言手	絲言手 攣
糸言糸手	糸言糸手 攣
絲言手	絲言手 攣
䜌手	䜌手 攣
手難	手難 攤
扌難	扌難 攤
手難	手難 攤
才難	才難 攤
手纂	手纂 攥
扌纂	扌纂 攥
手纂	手纂 攥
才纂	才纂 攥
手麗	手麗 攦
扌麗	扌麗 攦
手麗	手麗 攦
才麗	才麗 攦
手顛	手顛 攧
扌顛	扌顛 攧
手顛	手顛 攧
才顛	才顛 攧
手穴瓜瓜瓜	手穴瓜瓜瓜 攨
扌穴瓜瓜瓜	扌穴瓜瓜瓜 攨
手穴瓜瓜瓜	手穴瓜瓜瓜 攨
才穴瓜瓜瓜	才穴瓜瓜瓜 攨
手黨	手黨 攩
扌黨	扌黨 攩
手黨	手黨 攩
才黨	才黨 攩
手覺	手覺 攪
扌覺	扌覺 攪
手覺	手覺 攪
才覺	才覺 攪
手瞿	手瞿 攫
扌瞿	扌瞿 攫
手瞿	手瞿 攫
才瞿	才瞿 攫
手覽	手覽 攬
扌覽	扌覽 攬
手覽	手覽 攬
才覽	才覽 攬
手蠡	手蠡 攭
扌蠡	扌蠡 攭
手蠡	手蠡 攭
才蠡	才蠡 攭
手囊	手囊 攮
扌囊	扌囊 攮
手囊	手囊 攮
才囊	才囊 攮
十又	十又 支
支力	支力 攰
立支	立支 攱
奇支	奇支 攲
支尋	支尋 攳
卜又	卜又 攴
丿一乂	丿一乂 攵
丩攴	丩攴 收
丩攵	丩攵 收
丂攴	丂攴 攷
丂攵	丂攵 攷
人丨攴	人丨攴 攸
亻丨攵	亻丨攵 攸
己攴	己攴 改
己攵	己攵 改
已攴	已攴 攺
已攵	已攵 攺
已攴	已攴 攺
巳攴	巳攴 攺
已攴	已攴 攺
已攵	已攵 攺
已攴	已攴 攺
巳攵	巳攵 攺
工攴	工攴 攻
工攵	工攵 攻
干攴	干攴 攼
干攵	干攵 攼
分攴	分攴 攽
分攵	分攵 攽
方攴	方攴 放
方攵	方攵 放
正攴	正攴 政
正攵	正攵 政
白攴	白攴 敀
白攵	白攵 敀
占攴	占攴 敁
句攴	句攴 敂
句攵	句攵 敂
民攴	民攴 敃
民攵	民攵 敃
矛攴	矛攴 敄
矛攵	矛攵 敄
古攴	古攴 故
古攵	古攵 故
合攴	合攴 敆
朿攴	朿攴 敇
朿攵	朿攵 敇
交攴	交攴 效
交攵	交攵 效
米攴	米攴 敉
米攵	米攵 敉
尗攴	尗攴 敊
各攴	各攴 敋
各攵	各攵 敋
余攴	余攴 敍
乂一丿子攴	乂一丿子攴 敎
乂一丿子攵	乂一丿子攵 敎
每攴	每攴 敏
每攵	每攵 敏
辰攴	辰攴 敐
辰攵	辰攵 敐
求攴	求攴 救
求攵	求攵 救
伸攴	伸攴 敒
伸攵	伸攵 敒
兌攴	兌攴 敓
兌攵	兌攵 敓
吾攴	吾攴 敔
吾攵	吾攵 敔
束攴	束攴 敕
束攵	束攵 敕
土方攴	土方攴 敖
土方攵	土方攵 敖
貝攴	貝攴 敗
貝攵	貝攵 敗
余攴	余攴 敘
余攵	余攵 敘
孝攴	孝攴 教
孝攵	孝攵 教
念攴	念攴 敜
念攵	念攵 敜
丷巾八攴	丷巾八攴 敝
丷巾八攵	丷巾八攵 敝
丷巾八攴	丷巾八攴 敝
㡀攴	㡀攴 敝
丷巾八攴	丷巾八攴 敝
丷巾八攵	丷巾八攵 敝
丷巾八攴	丷巾八攴 敝
㡀攵	㡀攵 敝
尚攴	尚攴 敞
尚攵	尚攵 敞
典攴	典攴 敟
典攵	典攵 敟
叕攴	叕攴 敠
易攴	易攴 敡
丅耳攴	丅耳攴 敢
丅耳攵	丅耳攵 敢
井月攴	井月攴 散
井月攵	井月攵 散
果攴	果攴 敤
炎攴	炎攴 敥
享攴	享攴 敦
享攵	享攵 敦
奇攴	奇攴 敧
咅攴	咅攴 敨
咅攵	咅攵 敨
叕攴	叕攴 敪
叕攵	叕攵 敪
白方攴	白方攴 敫
白方攵	白方攵 敫
茍攴	茍攴 敬
茍攵	茍攵 敬
易攴	易攴 敭
易攵	易攵 敭
臿攴	臿攴 敮
昬攴	昬攴 敯
豈攴	豈攴 敱
高攴	高攴 敲
高攵	高攵 敲
豈攴	豈攴 敳
豈攵	豈攵 敳
敕正	敕正 整
束攵正	束攵正 整
啇攴	啇攴 敵
啇攵	啇攵 敵
陳攴	陳攴 敶
陳攵	陳攵 敶
旉攴	旉攴 敷
旉攵	旉攵 敷
旉攴	旉攴 敷
甫方攴	甫方攴 敷
婁攴	婁攴 數
婁攵	婁攵 數
卜冖一米攴	卜冖一米攴 敹
卜冖一米攵	卜冖一米攵 敹
區攴	區攴 敺
刀内目夕	刀内目夕 敻
刀内目夂	刀内目夂 敻
喜攴	喜攴 敼
喬攴	喬攴 敽
喬攴	喬攴 敿
喬攵	喬攵 敿
蜀攴	蜀攴 斀
睪攴	睪攴 斁
睪攵	睪攵 斁
僉攴	僉攴 斂
僉攵	僉攵 斂
敝死	敝死 斃
未攵厂來	未攵厂來 斄
學攴	學攴 斅
學攴	學攴 斆
學攵	學攵 斆
亠乂	亠乂 文
文子	文子 斈
文丿二丨	文丿二丨 斉
文耳	文耳 斊
文武	文武 斌
文見	文見 斍
文丿二小丨	文丿二小丨 斎
非文	非文 斐
王文王	王文王 斑
玉文王	玉文王 斑
文扁	文扁 斒
文蟲臾	文蟲臾 斔
文虫臾	文虫臾 斔
文闌	文闌 斕
文臼同冖且	文臼同冖且 斖
丶丶一丨	丶丶一丨 斗
夕斗	夕斗 斘
米斗	米斗 料
厶厶冖斗	厶厶冖斗 斚
角斗	角斗 斛
余斗	余斗 斜
口口冖斗	口口冖斗 斝
臾斗	臾斗 斞
甚斗	甚斗 斟
冓斗	冓斗 斠
十日十人斗	十日十人斗 斡
黃斗	黃斗 斢
蜀斗	蜀斗 斣
厂丅	厂丅 斤
斤丶	斤丶 斥
斤斤	斤斤 斦
父斤	父斤 斧
爿斤	爿斤 斨
句斤	句斤 斪
石斤	石斤 斫
車斤	車斤 斬
昔斤	昔斤 斮
其斤	其斤 斯
亲斤	亲斤 新
立木斤	立木斤 新
者斤	者斤 斱
堇斤	堇斤 斳
粦斤	粦斤 斴
卯亞斤	卯亞斤 斵
斤蜀	斤蜀 斶
丨二幺幺幺幺斤	丨二幺幺幺幺斤 斷
屬斤	屬斤 斸
亠勹	亠勹 方
亠刀	亠刀 方
方丿一介	方丿一介 斺
方亢	方亢 斻
方人冫	方人冫 於
方丿一也	方丿一也 施
方丿一巾	方丿一巾 斾
方丿一子	方丿一子 斿
亠丷冖方	亠丷冖方 旁
方丿一斤	方丿一斤 旂
方丿一円	方丿一円 旃
方丿一毛	方丿一毛 旄
方丿一氏	方丿一氏 旅
方丿一巿	方丿一巿 旆
方丿一皮	方丿一皮 旇
方亠厶川	方亠厶川 旈
方巟	方巟 旈
方亠厶川	方亠厶川 旈
方㐬	方㐬 旈
甫方	甫方 旉
方丿一瓦	方丿一瓦 旊
方丿一疋	方丿一疋 旋
方丿一生	方丿一生 旌
方丿一令	方丿一令 旍
方丿一尼	方丿一尼 旎
方丿一矢	方丿一矢 族
方丿一兆	方丿一兆 旐
方奇	方奇 旑
方丿一亠厶川	方丿一亠厶川 旒
方丿一巟	方丿一巟 旒
方丿一亠厶川	方丿一亠厶川 旒
方丿一㐬	方丿一㐬 旒
方丿一肖	方丿一肖 旓
方建	方建 旔
方丿一奇	方丿一奇 旖
方丿一其	方丿一其 旗
方丿一戠	方丿一戠 旘
方番	方番 旙
方丿一票	方丿一票 旚
方丿一番	方丿一番 旛
方丿一亶	方丿一亶 旜
方丿一會	方丿一會 旝
方丿一遂	方丿一遂 旞
方丿一與	方丿一與 旟
厂尢	厂尢 旡
匸丿乚	匸丿乚 旡
艮旡	艮旡 既
白匕旡	白匕旡 旣
咼旡	咼旡 旤
口一	口一 日
囗一	囗一 日
口一	口一 日
囗丶	囗丶 日
日一	日一 旦
匕日	匕日 旨
日十	日十 早
日十	日十 旪
日刀	日刀 旫
勹日	勹日 旬
九日	九日 旭
九日	九日 旮
日九	日九 旯
日干	日干 旰
日干	日干 旱
日大	日大 旲
日勺	日勺 旳
日于	日于 旴
日山	日山 旵
山一日	山一日 旹
屮一日	屮一日 旹
日王	日王 旺
日文	日文 旻
日文	日文 旼
日屯	日屯 旽
屯日	屯日 旾
日午	日午 旿
日勻	日勻 昀
日匀	日匀 昀
日巿	日巿 昁
日卬	日卬 昂
日仄	日仄 昃
日反	日反 昄
日及	日及 昅
日比	日比 昆
日升	日升 昇
日戶	日戶 昈
日方	日方 昉
日天	日天 昊
夭日	夭日 昋
日曰	日曰 昌
日日	日日 昌
日日	日日 昍
日月	日月 明
氏日	氏日 昏
日分	日分 昐
日今	日今 昑
日勿	日勿 昒
日勿	日勿 易
井日	井日 昔
日斤	日斤 昕
日公	日公 昖
日六	日六 昗
日方	日方 昘
大丷日	大丷日 昚
日巨	日巨 昛
日一勿	日一勿 昜
处日	处日 昝
日丙	日丙 昞
生日	生日 星
日央	日央 映
日玄	日玄 昡
日出	日出 昢
日人彡	日人彡 昣
日令	日令 昤
手乀日	手乀日 春
龹日	龹日 春
日夰	日夰 昦
日未	日未 昧
日乍	日乍 昨
日末	日末 昩
日弁	日弁 昪
日句	日句 昫
民日	民日 昬
日召	日召 昭
日功	日功 昮
日疋	日疋 是
曰疋	曰疋 是
日正	日正 昰
日立	日立 昱
日弗	日弗 昲
日失	日失 昳
日卯	日卯 昴
永日	永日 昶
日皿	日皿 昷
日冬	日冬 昸
日永	日永 昹
日丙	日丙 昺
日卬	日卬 昻
日広	日広 昿
日兆	日兆 晀
日兆	日兆 晁
日寺	日寺 時
日光	日光 晃
日光	日光 晄
日亘	日亘 晅
日圭	日圭 晆
日夸	日夸 晇
日交	日交 晈
一厶厶一日	一厶厶一日 晉
日至	日至 晊
日向	日向 晌
日同	日同 晍
日共	日共 晎
日安	日安 晏
日亥	日亥 晐
日向	日向 晑
日含	日含 晗
日旱	日旱 晘
日夋	日夋 晙
日免	日免 晚
日見	日見 晛
日弟	日弟 晜
聿旦	聿旦 晝
日希	日希 晞
日成	日成 晟
日成	日成 晠
日甫	日甫 晡
折日	折日 晢
日折	日折 晣
日吾	日吾 晤
日完	日完 晥
日每	日每 晦
日告	日告 晧
日辰	日辰 晨
日免	日免 晩
日典	日典 晪
日卓	日卓 晫
日卒	日卒 晬
日周	日周 晭
並日	並日 普
丷晋	丷晋 普
日京	日京 景
日析	日析 晰
日炎	日炎 晱
日兒	日兒 晲
析日	析日 晳
日青	日青 晴
戶攵日	戶攵日 晵
日日日	日日日 晶
日咎	日咎 晷
日政	日政 晸
日易	日易 晹
知日	知日 智
日奄	日奄 晻
日宛	日宛 晼
日林	日林 晽
日京	日京 晾
日昌	日昌 晿
日往	日往 暀
日尭	日尭 暁
日宣	日宣 暄
日恒	日恒 暅
日施	日施 暆
日叚	日叚 暇
日軍	日軍 暈
日軍	日軍 暉
日頁	日頁 暊
敃日	敃日 暋
日癸	日癸 暌
日曷	日曷 暍
日英	日英 暎
日者	日者 暏
日韋	日韋 暐
日者	日者 暑
日星	日星 暒
敄日	敄日 暓
日南	日南 暔
日柬	日柬 暕
日爰	日爰 暖
日音	日音 暗
日昜	日昜 暘
日春	日春 暙
日爪缶	日爪缶 暚
日爫缶	日爫缶 暚
日差	日差 暛
立立日	立立日 暜
日冥	日冥 暝
日臬	日臬 暞
日豈	日豈 暟
日高	日高 暠
日翁	日翁 暡
申昜	申昜 暢
日氣	日氣 暣
日皋	日皋 暤
日妟	日妟 暥
厂林日	厂林日 暦
既旦	既旦 暨
日祭	日祭 暩
日廿冂丨入入	日廿冂丨入入 暪
日廿冂丨入入	日廿冂丨入入 暪
日廿冂丨入入	日廿冂丨入入 暪
日㒼	日㒼 暪
斬日	斬日 暫
埶日	埶日 暬
日皐	日皐 暭
莫日	莫日 暮
日莫	日莫 暯
日從	日從 暰
日匿	日匿 暱
日章	日章 暲
日彗	日彗 暳
日共水	日共水 暴
日恭	日恭 暴
日革大	日革大 暵
日旋	日旋 暶
日專	日專 暷
日尞	日尞 暸
日進	日進 暹
日單	日單 暺
日景	日景 暻
敝日	敝日 暼
日粦	日粦 暽
日敦	日敦 暾
日喜	日喜 暿
日壹	日壹 曀
旣旦	旣旦 曁
日黃	日黃 曂
日逮	日逮 曃
日華	日華 曄
日華	日華 曅
厂禾禾日	厂禾禾日 曆
厂秝日	厂秝日 曆
日雲	日雲 曇
日童	日童 曈
日堯	日堯 曉
日費	日費 曊
日覃	日覃 曋
明空	明空 曌
日臯	日臯 曍
日睪	日睪 曎
日鄉	日鄉 曏
晶生	晶生 曐
晶人彡	晶人彡 曑
日敫	日敫 曒
日出大本	日出大本 曓
日敬	日敬 曔
日詹	日詹 曕
日愛	日愛 曖
日業	日業 曗
日需	日需 曘
日署	日署 曙
日蒙	日蒙 曚
日熏	日熏 曛
日翟	日翟 曜
日暴	日暴 曝
日厲	日厲 曞
晶辰	晶辰 曟
日廣	日廣 曠
晶冝	晶冝 曡
日燕	日燕 曣
日霍	日霍 曤
日盧	日盧 曥
日羲	日羲 曦
日融	日融 曧
日龍	日龍 曨
日囊	日囊 曩
日羅	日羅 曪
絲言日	絲言日 曫
糸言糸日	糸言糸日 曫
絲言日	絲言日 曫
䜌日	䜌日 曫
日麗	日麗 曬
日黨	日黨 曭
日嚴	日嚴 曮
日屬	日屬 曯
曰丶	曰丶 曰
曰一	曰一 曰
口丅	口丅 曱
囗卄	囗卄 曲
曰丨丨	曰丨丨 曲
曰乁丿	曰乁丿 曳
一日人	一日人 更
一曰人	一曰人 更
一日人	一日人 更
一田人	一田人 更
一日人	一日人 更
一曰人	一曰人 更
一日人	一日人 更
一申人	一申人 更
曰乀丿丶	曰乀丿丶 曵
日乀丿丶	日乀丿丶 曵
勿曰	勿曰 曶
勿日	勿日 曶
日勹丨一人	日勹丨一人 曷
聿曰	聿曰 書
卄曰日	卄曰日 曹
一丨丨曰日	一丨丨曰日 曹
一由曰	一由曰 曺
一由日	一由日 曺
曰目又	曰目又 曼
丷田曰	丷田曰 曽
丷田日	丷田日 曽
丷口丨丷曰	丷口丨丷曰 曾
八口丨丷曰	八口丨丷曰 曾
夫夫曰	夫夫曰 替
夫夫日	夫夫日 替
曰取	曰取 最
日取	日取 最
兓日	兓日 朁
旡旡日	旡旡日 朁
曰耳力	曰耳力 朂
日耳力	日耳力 朂
人一口丨丷曰	人一口丨丷曰 會
申柬	申柬 朄
去曷	去曷 朅
曾勿	曾勿 朆
會卑	會卑 朇
冂一一	冂一一 月
一丿月	一丿月 有
月元	月元 朊
月月	月月 朋
月分	月分 朌
月卩又	月卩又 服
月令	月令 朎
月出	月出 朏
月句	月句 朐
月肉	月肉 朒
月兆	月兆 朓
屰月	屰月 朔
肉关	肉关 朕
月关	月关 朕
月良	月良 朖
良月	良月 朗
月夋	月夋 朘
囧月	囧月 朙
亡明	亡明 朚
亡月王	亡月王 望
月享	月享 朜
十日十月	十日十月 朝
卓月	卓月 朝
十日十月	十日十月 朝
車月	車月 朝
其月	其月 朞
其月	其月 期
月英	月英 朠
月凶八夕	月凶八夕 朡
月凶八夂	月凶八夂 朡
臣月壬	臣月壬 朢
月童	月童 朣
月月月月	月月月月 朤
月蒙	月蒙 朦
月龍	月龍 朧
十人	十人 木
十八	十八 木
十人	十人 木
一小	一小 木
一小	一小 朩
一木	一木 未
木一	木一 末
木一	木一 本
木乚	木乚 札
木丶	木丶 朮
十儿丶	十儿丶 朮
丿未	丿未 朱
丶未	丶未 朱
丿未	丿未 朱
丿一木未	丿一木未 朱
木人	木人 朲
木八	木八 朳
木卜	木卜 朴
几木	几木 朵
乃木	乃木 朶
木刀	木刀 朷
木力	木力 朸
木九	木九 朹
木丩	木丩 朻
木匕	木匕 朼
木丂	木丂 朽
木丁	木丁 朾
木冂	木冂 朿
木千	木千 杄
木于	木于 杅
木干	木干 杆
木亏	木亏 杇
木叉	木叉 杈
木彡	木彡 杉
木川	木川 杊
木凡	木凡 杋
木兀	木兀 杌
木子	木子 杍
木子	木子 李
木口	木口 杏
木才	木才 材
木寸	木寸 村
木刃	木刃 杒
木勺	木勺 杓
木乇	木乇 杔
木大	木大 杕
木丈	木丈 杖
木亡	木亡 杗
尸木	尸木 杘
木弋	木弋 杙
木乞	木乞 杚
木弓	木弓 杛
木土	木土 杜
木也	木也 杝
木己	木己 杞
木口	木口 束
木工	木工 杠
木亡	木亡 杧
木少	木少 杪
木止	木止 杫
木元	木元 杬
木亢	木亢 杭
木巿	木巿 杮
木不	木不 杯
木火	木火 杰
木灬	木灬 杰
木日	木日 東
日木	日木 杲
木日	木日 杳
木欠	木欠 杴
木午	木午 杵
木屯	木屯 杶
木巴	木巴 杷
木殳	木殳 杸
木化	木化 杹
木心	木心 杺
木丑	木丑 杻
木予	木予 杼
木手	木手 杽
木公	木公 松
木反	木反 板
公木	公木 枀
木月	木月 枂
木勻	木勻 枃
木开	木开 枅
木毛	木毛 枆
木比	木比 枇
比木	比木 枈
木王	木王 枉
木卬	木卬 枊
木方	木方 枋
木分	木分 枌
木兮	木兮 枍
木夫	木夫 枎
木冄	木冄 枏
木斤	木斤 析
木互	木互 枑
木牙	木牙 枒
木斗	木斗 枓
木今	木今 枔
木冘	木冘 枕
木夭	木夭 枖
木木	木木 林
木內	木內 枘
木厄	木厄 枙
木攴	木攴 枚
木攵	木攵 枚
木爪	木爪 枛
日木	日木 果
木支	木支 枝
木升	木升 枡
木丹	木丹 枬
木占	木占 枮
木古	木古 枯
木平	木平 枰
木台	木台 枱
台木	台木 枲
木只	木只 枳
木号	木号 枵
加木	加木 架
木加	木加 枷
木句	木句 枸
木包	木包 枹
木末	木末 枺
木世	木世 枻
世木	世木 枼
卋木	卋木 枽
木亠十丿丨	木亠十丿丨 枾
木卉	木卉 枿
木皮	木皮 柀
木它	木它 柁
木丿一也	木丿一也 柂
木令	木令 柃
木丙	木丙 柄
木尼	木尼 柅
木立	木立 柆
木禾	木禾 柇
木半	木半 柈
木乏	木乏 柉
木冬	木冬 柊
代木	代木 柋
木司	木司 柌
木央	木央 柍
木付	木付 柎
木白	木白 柏
甘木	甘木 某
木甘	木甘 柑
水七木	水七木 柒
水九木	水九木 染
氵九木	氵九木 染
水九木	水九木 染
氿木	氿木 染
矛木	矛木 柔
木矛	木矛 柕
木召	木召 柖
木八口	木八口 柗
木石	木石 柘
木甲	木甲 柙
木由	木由 柚
木申	木申 柛
木拆	木拆 柝
木乍	木乍 柞
木冉	木冉 柟
木二水	木二水 柡
木氐	木氐 柢
木失	木失 柣
木且	木且 柤
木旦	木旦 查
木旦	木旦 柦
木瓜	木瓜 柧
木久	木久 柩
木幼	木幼 柪
木弗	木弗 柫
木口丷	木口丷 柬
木囗丷	木囗丷 柬
木犮	木犮 柭
木出	木出 柮
木可	木可 柯
木示	木示 柰
木主	木主 柱
木必	木必 柲
木卯	木卯 柳
此木	此木 柴
木冊	木冊 柵
木四	木四 柶
木兄	木兄 柷
木丕	木丕 柸
木丿㇉丨丿	木丿㇉丨丿 柹
木𠂔	木𠂔 柹
木口刀	木口刀 柺
木另	木另 柺
木且	木且 査
木穴	木穴 柼
木正	木正 柾
木市	木市 柿
木卮	木卮 栀
木夕卩	木夕卩 栁
木母	木母 栂
小冖木	小冖木 栄
木永	木永 栐
木旬	木旬 栒
木全	木全 栓
丰刀木	丰刀木 栔
木臣	木臣 栕
西木	西木 栗
襾木	襾木 栗
西木	西木 栗
覀木	覀木 栗
木多	木多 栘
木夅	木夅 栙
木关	木关 栚
木劦	木劦 栛
木朿	木朿 栜
木舌	木舌 栝
干干木	干干木 栞
木并	木并 栟
木幷	木幷 栟
任木	任木 栠
木交	木交 校
木百	木百 栢
木任	木任 栣
木冰	木冰 栤
次木	次木 栥
木州	木州 栦
木曳	木曳 栧
木次	木次 栨
木羽	木羽 栩
木朱	木朱 株
木存	木存 栫
木色	木色 栬
木而	木而 栭
木耳	木耳 栮
木有	木有 栯
木伐	木伐 栰
木共	木共 栱
木考	木考 栲
木老	木老 栳
木丿一円	木丿一円 栴
木列	木列 栵
木亥	木亥 核
木艮	木艮 根
木旨	木旨 栺
木式	木式 栻
木各	木各 格
十戈木	十戈木 栽
土戈木	土戈木 栽
十戈木	十戈木 栽
𢦏木	𢦏木 栽
木伏	木伏 栿
舛木	舛木 桀
木行	木行 桁
木圭	木圭 桂
木兆	木兆 桃
木光	木光 桄
木危	木危 桅
木匡	木匡 框
如木	如木 桇
安木	安木 案
木安	木安 桉
丷夫木	丷夫木 桊
𠔉木	𠔉木 桊
木夷	木夷 桋
木卜日	木卜日 桌
木夸	木夸 桍
木至	木至 桎
木邛	木邛 桏
木同	木同 桐
木叒	木叒 桑
木又又又	木又又又 桑
卉木	卉木 桒
木亘	木亘 桓
木吉	木吉 桔
木臼	木臼 桕
木血	木血 桖
木朶	木朶 桗
木戶乛一	木戶乛一 桘
木户乛一	木户乛一 桘
木牟	木牟 桙
木巛夕	木巛夕 桚
木小女	木小女 桜
木戈二	木戈二 桟
木戋一	木戋一 桟
木沙	木沙 桫
沙木	沙木 桬
木辰	木辰 桭
木否	木否 桮
木呈	木呈 桯
木氏口	木氏口 桰
木巠	木巠 桱
木孛	木孛 桲
木厶大十	木厶大十 桳
木孚	木孚 桴
木妥	木妥 桵
木甬	木甬 桶
木角	木角 桷
木希	木希 桸
木良	木良 桹
木丣	木丣 桺
木夆	木夆 桻
木水	木水 桼
木坐	木坐 桽
木君	木君 桾
木旱	木旱 桿
木束	木束 梀
水刅木	水刅木 梁
氵刅木	氵刅木 梁
木求	木求 梂
木廷	木廷 梃
木酉	木酉 梄
木每	木每 梅
木邦	木邦 梆
木弄	木弄 梇
木亨	木亨 梈
木壯	木壯 梉
折木	折木 梊
木肙	木肙 梋
木余	木余 梌
木白七	木白七 梍
木皂	木皂 梎
木告	木告 梏
木牛口	木牛口 梏
木坒	木坒 梐
木比土	木比土 梐
木狄	木狄 梑
木含	木含 梒
木辛	木辛 梓
木巵	木巵 梔
木忍	木忍 梕
木貝	木貝 梖
木更	木更 梗
木見	木見 梘
木串	木串 梙
木免	木免 梚
木那	木那 梛
木夾	木夾 梜
攸木	攸木 條
木忌	木忌 梞
鳥木	鳥木 梟
木呂	木呂 梠
木完	木完 梡
木肖	木肖 梢
木岑	木岑 梣
木山分	木山分 梤
宀枀	宀枀 梥
木吾	木吾 梧
利木	利木 梨
